"Description" "data" "N_anul_lotow"
"Pan American World Airways (1)" 1987-11-28 3
"Pan American World Airways (1)" 1987-11-05 4
"Pan American World Airways (1)" 1987-11-21 1
"Pan American World Airways (1)" 1987-11-16 3
"Pan American World Airways (1)" 1987-11-19 1
"Pan American World Airways (1)" 1987-11-27 1
"Pan American World Airways (1)" 1987-11-30 1
"Pan American World Airways (1)" 1987-11-03 4
"Pan American World Airways (1)" 1987-11-10 2
"Pan American World Airways (1)" 1987-11-23 1
"Pan American World Airways (1)" 1987-11-08 1
"Pan American World Airways (1)" 1987-11-06 2
"Pan American World Airways (1)" 1987-11-01 1
"Pan American World Airways (1)" 1987-12-29 27
"Pan American World Airways (1)" 1987-12-31 2
"Pan American World Airways (1)" 1987-12-10 1
"Pan American World Airways (1)" 1987-12-09 1
"Pan American World Airways (1)" 1987-12-25 10
"Pan American World Airways (1)" 1987-12-15 8
"Pan American World Airways (1)" 1987-12-19 1
"Pan American World Airways (1)" 1987-12-14 1
"Pan American World Airways (1)" 1987-12-11 3
"Pan American World Airways (1)" 1987-12-22 2
"Pan American World Airways (1)" 1987-12-20 2
"Pan American World Airways (1)" 1987-12-17 1
"Pan American World Airways (1)" 1987-12-12 1
"Pan American World Airways (1)" 1987-12-13 1
"Pan American World Airways (1)" 1987-12-03 2
"Piedmont Aviation Inc." 1987-10-05 18
"Piedmont Aviation Inc." 1987-10-19 8
"Piedmont Aviation Inc." 1987-10-23 24
"Piedmont Aviation Inc." 1987-10-26 20
"Piedmont Aviation Inc." 1987-10-21 28
"Piedmont Aviation Inc." 1987-10-01 15
"Piedmont Aviation Inc." 1987-10-17 22
"Piedmont Aviation Inc." 1987-10-13 15
"Piedmont Aviation Inc." 1987-10-12 37
"Piedmont Aviation Inc." 1987-10-29 3
"Piedmont Aviation Inc." 1987-10-20 3
"Piedmont Aviation Inc." 1987-10-22 6
"Piedmont Aviation Inc." 1987-10-04 11
"Piedmont Aviation Inc." 1987-10-24 6
"Piedmont Aviation Inc." 1987-10-02 6
"Piedmont Aviation Inc." 1987-10-14 16
"Piedmont Aviation Inc." 1987-10-28 6
"Piedmont Aviation Inc." 1987-10-30 8
"Piedmont Aviation Inc." 1987-10-27 18
"Piedmont Aviation Inc." 1987-10-18 4
"Piedmont Aviation Inc." 1987-10-06 5
"Piedmont Aviation Inc." 1987-10-09 4
"Piedmont Aviation Inc." 1987-10-08 1
"Piedmont Aviation Inc." 1987-10-10 12
"Piedmont Aviation Inc." 1987-10-25 9
"Piedmont Aviation Inc." 1987-10-15 2
"Piedmont Aviation Inc." 1987-10-07 5
"Piedmont Aviation Inc." 1987-10-16 3
"Piedmont Aviation Inc." 1987-10-11 2
"Piedmont Aviation Inc." 1987-10-31 2
"Piedmont Aviation Inc." 1987-10-03 3
"Piedmont Aviation Inc." 1987-11-11 174
"Piedmont Aviation Inc." 1987-11-22 12
"Piedmont Aviation Inc." 1987-11-18 8
"Piedmont Aviation Inc." 1987-11-23 30
"Piedmont Aviation Inc." 1987-11-21 20
"Piedmont Aviation Inc." 1987-11-14 17
"Piedmont Aviation Inc." 1987-11-12 31
"Piedmont Aviation Inc." 1987-11-26 5
"Piedmont Aviation Inc." 1987-11-06 8
"Piedmont Aviation Inc." 1987-11-29 7
"Piedmont Aviation Inc." 1987-11-09 5
"Piedmont Aviation Inc." 1987-11-10 24
"Piedmont Aviation Inc." 1987-11-17 5
"Piedmont Aviation Inc." 1987-11-30 5
"Piedmont Aviation Inc." 1987-11-20 2
"Piedmont Aviation Inc." 1987-11-19 5
"Piedmont Aviation Inc." 1987-11-15 18
"Piedmont Aviation Inc." 1987-11-16 13
"Piedmont Aviation Inc." 1987-11-04 3
"Piedmont Aviation Inc." 1987-11-28 12
"Piedmont Aviation Inc." 1987-11-08 3
"Piedmont Aviation Inc." 1987-11-03 13
"Piedmont Aviation Inc." 1987-11-24 9
"Piedmont Aviation Inc." 1987-11-07 7
"Piedmont Aviation Inc." 1987-11-01 7
"Piedmont Aviation Inc." 1987-11-27 7
"Piedmont Aviation Inc." 1987-11-05 8
"Piedmont Aviation Inc." 1987-11-02 4
"Piedmont Aviation Inc." 1987-11-25 2
"Piedmont Aviation Inc." 1987-12-14 19
"Piedmont Aviation Inc." 1987-12-15 91
"Piedmont Aviation Inc." 1987-12-01 17
"Piedmont Aviation Inc." 1987-12-20 12
"Piedmont Aviation Inc." 1987-12-31 18
"Piedmont Aviation Inc." 1987-12-12 8
"Piedmont Aviation Inc." 1987-12-17 18
"Piedmont Aviation Inc." 1987-12-29 21
"Piedmont Aviation Inc." 1987-12-25 42
"Piedmont Aviation Inc." 1987-12-28 40
"Piedmont Aviation Inc." 1987-12-05 7
"Piedmont Aviation Inc." 1987-12-09 6
"Piedmont Aviation Inc." 1987-12-08 10
"Piedmont Aviation Inc." 1987-12-11 7
"Piedmont Aviation Inc." 1987-12-04 6
"Piedmont Aviation Inc." 1987-12-13 10
"Piedmont Aviation Inc." 1987-12-27 13
"Piedmont Aviation Inc." 1987-12-10 10
"Piedmont Aviation Inc." 1987-12-21 3
"Piedmont Aviation Inc." 1987-12-07 5
"Piedmont Aviation Inc." 1987-12-16 6
"Piedmont Aviation Inc." 1987-12-02 5
"Piedmont Aviation Inc." 1987-12-22 21
"Piedmont Aviation Inc." 1987-12-30 7
"Piedmont Aviation Inc." 1987-12-24 11
"Piedmont Aviation Inc." 1987-12-26 6
"Piedmont Aviation Inc." 1987-12-23 10
"Piedmont Aviation Inc." 1987-12-06 7
"Piedmont Aviation Inc." 1987-12-18 2
"Piedmont Aviation Inc." 1987-12-03 5
"Pacific Southwest Airlines" 1987-10-12 4
"Pacific Southwest Airlines" 1987-10-06 24
"Pacific Southwest Airlines" 1987-10-29 14
"Pacific Southwest Airlines" 1987-10-22 3
"Pacific Southwest Airlines" 1987-10-05 17
"Pacific Southwest Airlines" 1987-10-28 23
"Pacific Southwest Airlines" 1987-10-11 1
"Pacific Southwest Airlines" 1987-10-01 18
"Pacific Southwest Airlines" 1987-10-23 7
"Pacific Southwest Airlines" 1987-10-02 1
"Pacific Southwest Airlines" 1987-10-25 1
"Pacific Southwest Airlines" 1987-10-07 3
"Pacific Southwest Airlines" 1987-10-16 5
"Pacific Southwest Airlines" 1987-10-13 11
"Pacific Southwest Airlines" 1987-10-30 2
"Pacific Southwest Airlines" 1987-10-03 5
"Pacific Southwest Airlines" 1987-10-19 6
"Pacific Southwest Airlines" 1987-10-26 2
"Pacific Southwest Airlines" 1987-10-14 2
"Pacific Southwest Airlines" 1987-10-15 2
"Pacific Southwest Airlines" 1987-10-21 2
"Pacific Southwest Airlines" 1987-10-24 2
"Pacific Southwest Airlines" 1987-10-20 2
"Pacific Southwest Airlines" 1987-11-06 9
"Pacific Southwest Airlines" 1987-11-17 27
"Pacific Southwest Airlines" 1987-11-13 14
"Pacific Southwest Airlines" 1987-11-30 14
"Pacific Southwest Airlines" 1987-11-05 55
"Pacific Southwest Airlines" 1987-11-04 10
"Pacific Southwest Airlines" 1987-11-16 2
"Pacific Southwest Airlines" 1987-11-11 4
"Pacific Southwest Airlines" 1987-11-01 2
"Pacific Southwest Airlines" 1987-11-10 2
"Pacific Southwest Airlines" 1987-11-12 3
"Pacific Southwest Airlines" 1987-11-18 4
"Pacific Southwest Airlines" 1987-11-19 4
"Pacific Southwest Airlines" 1987-11-20 3
"Pacific Southwest Airlines" 1987-11-02 3
"Pacific Southwest Airlines" 1987-11-23 2
"Pacific Southwest Airlines" 1987-11-21 1
"Pacific Southwest Airlines" 1987-11-28 1
"Pacific Southwest Airlines" 1987-12-05 11
"Pacific Southwest Airlines" 1987-12-15 21
"Pacific Southwest Airlines" 1987-12-16 46
"Pacific Southwest Airlines" 1987-12-21 33
"Pacific Southwest Airlines" 1987-12-30 14
"Pacific Southwest Airlines" 1987-12-04 63
"Pacific Southwest Airlines" 1987-12-20 8
"Pacific Southwest Airlines" 1987-12-02 32
"Pacific Southwest Airlines" 1987-12-11 109
"Pacific Southwest Airlines" 1987-12-24 4
"Pacific Southwest Airlines" 1987-12-13 8
"Pacific Southwest Airlines" 1987-12-28 16
"Pacific Southwest Airlines" 1987-12-29 22
"Pacific Southwest Airlines" 1987-12-07 2
"Pacific Southwest Airlines" 1987-12-01 35
"Pacific Southwest Airlines" 1987-12-25 2
"Pacific Southwest Airlines" 1987-12-09 19
"Pacific Southwest Airlines" 1987-12-03 7
"Pacific Southwest Airlines" 1987-12-08 12
"Pacific Southwest Airlines" 1987-12-12 14
"Pacific Southwest Airlines" 1987-12-10 22
"Pacific Southwest Airlines" 1987-12-22 6
"Pacific Southwest Airlines" 1987-12-14 8
"Pacific Southwest Airlines" 1987-12-31 4
"Pacific Southwest Airlines" 1987-12-06 24
"Pacific Southwest Airlines" 1987-12-18 12
"Pacific Southwest Airlines" 1987-12-17 4
"Pacific Southwest Airlines" 1987-12-26 1
"Pacific Southwest Airlines" 1987-12-19 3
"Trans World Airways LLC" 1987-10-12 47
"Trans World Airways LLC" 1987-10-27 4
"Trans World Airways LLC" 1987-10-16 3
"Trans World Airways LLC" 1987-10-20 1
"Trans World Airways LLC" 1987-10-25 2
"Trans World Airways LLC" 1987-10-08 1
"Trans World Airways LLC" 1987-10-31 2
"Trans World Airways LLC" 1987-10-01 2
"Trans World Airways LLC" 1987-10-26 1
"Trans World Airways LLC" 1987-10-13 10
"Trans World Airways LLC" 1987-10-28 2
"Trans World Airways LLC" 1987-10-10 2
"Trans World Airways LLC" 1987-10-17 1
"Trans World Airways LLC" 1987-10-11 1
"Trans World Airways LLC" 1987-11-15 6
"Trans World Airways LLC" 1987-11-11 60
"Trans World Airways LLC" 1987-11-05 4
"Trans World Airways LLC" 1987-11-27 3
"Trans World Airways LLC" 1987-11-12 11
"Trans World Airways LLC" 1987-11-13 1
"Trans World Airways LLC" 1987-11-04 3
"Trans World Airways LLC" 1987-11-07 1
"Trans World Airways LLC" 1987-11-24 6
"Trans World Airways LLC" 1987-11-22 2
"Trans World Airways LLC" 1987-11-10 9
"Trans World Airways LLC" 1987-11-23 3
"Trans World Airways LLC" 1987-11-06 4
"Trans World Airways LLC" 1987-11-03 3
"Trans World Airways LLC" 1987-11-17 3
"Trans World Airways LLC" 1987-11-02 6
"Trans World Airways LLC" 1987-11-09 4
"Trans World Airways LLC" 1987-11-08 1
"Trans World Airways LLC" 1987-11-25 3
"Trans World Airways LLC" 1987-11-30 1
"Trans World Airways LLC" 1987-11-20 2
"Trans World Airways LLC" 1987-11-01 7
"Trans World Airways LLC" 1987-11-28 1
"Trans World Airways LLC" 1987-11-14 2
"Trans World Airways LLC" 1987-11-18 1
"Trans World Airways LLC" 1987-12-14 586
"Trans World Airways LLC" 1987-12-13 7
"Trans World Airways LLC" 1987-12-15 182
"Trans World Airways LLC" 1987-12-27 16
"Trans World Airways LLC" 1987-12-30 18
"Trans World Airways LLC" 1987-12-04 2
"Trans World Airways LLC" 1987-12-05 2
"Trans World Airways LLC" 1987-12-03 5
"Trans World Airways LLC" 1987-12-07 38
"Trans World Airways LLC" 1987-12-12 3
"Trans World Airways LLC" 1987-12-23 3
"Trans World Airways LLC" 1987-12-10 1
"Trans World Airways LLC" 1987-12-28 31
"Trans World Airways LLC" 1987-12-21 1
"Trans World Airways LLC" 1987-12-22 3
"Trans World Airways LLC" 1987-12-26 10
"Trans World Airways LLC" 1987-12-18 1
"Trans World Airways LLC" 1987-12-08 26
"Trans World Airways LLC" 1987-12-06 8
"Trans World Airways LLC" 1987-12-29 9
"Trans World Airways LLC" 1987-12-09 4
"Trans World Airways LLC" 1987-12-19 7
"Trans World Airways LLC" 1987-12-24 28
"Trans World Airways LLC" 1987-12-16 6
"Trans World Airways LLC" 1987-12-31 5
"Trans World Airways LLC" 1987-12-02 2
"Trans World Airways LLC" 1987-12-01 6
"Trans World Airways LLC" 1987-12-20 2
"Trans World Airways LLC" 1987-12-11 1
"Trans World Airways LLC" 1987-12-25 4
"United Air Lines Inc." 1987-10-28 14
"United Air Lines Inc." 1987-10-30 11
"United Air Lines Inc." 1987-10-04 13
"United Air Lines Inc." 1987-10-13 10
"United Air Lines Inc." 1987-10-03 12
"United Air Lines Inc." 1987-10-12 34
"United Air Lines Inc." 1987-10-18 8
"United Air Lines Inc." 1987-10-19 4
"United Air Lines Inc." 1987-10-06 4
"United Air Lines Inc." 1987-10-23 4
"United Air Lines Inc." 1987-10-24 8
"United Air Lines Inc." 1987-10-22 8
"United Air Lines Inc." 1987-10-26 7
"United Air Lines Inc." 1987-10-29 10
"United Air Lines Inc." 1987-10-16 2
"United Air Lines Inc." 1987-10-27 5
"United Air Lines Inc." 1987-10-05 7
"United Air Lines Inc." 1987-10-02 5
"United Air Lines Inc." 1987-10-25 5
"United Air Lines Inc." 1987-10-11 5
"United Air Lines Inc." 1987-10-14 9
"United Air Lines Inc." 1987-10-15 5
"United Air Lines Inc." 1987-10-20 3
"United Air Lines Inc." 1987-10-31 17
"United Air Lines Inc." 1987-10-01 4
"United Air Lines Inc." 1987-10-17 9
"United Air Lines Inc." 1987-10-07 1
"United Air Lines Inc." 1987-10-08 2
"United Air Lines Inc." 1987-10-10 2
"United Air Lines Inc." 1987-11-11 91
"United Air Lines Inc." 1987-11-15 243
"United Air Lines Inc." 1987-11-19 5
"United Air Lines Inc." 1987-11-12 23
"United Air Lines Inc." 1987-11-16 52
"United Air Lines Inc." 1987-11-29 2
"United Air Lines Inc." 1987-11-09 7
"United Air Lines Inc." 1987-11-21 15
"United Air Lines Inc." 1987-11-18 11
"United Air Lines Inc." 1987-11-13 9
"United Air Lines Inc." 1987-11-05 16
"United Air Lines Inc." 1987-11-06 18
"United Air Lines Inc." 1987-11-30 3
"United Air Lines Inc." 1987-11-25 5
"United Air Lines Inc." 1987-11-27 2
"United Air Lines Inc." 1987-11-24 7
"United Air Lines Inc." 1987-11-23 3
"United Air Lines Inc." 1987-11-10 10
"United Air Lines Inc." 1987-11-17 18
"United Air Lines Inc." 1987-11-26 11
"United Air Lines Inc." 1987-11-03 5
"United Air Lines Inc." 1987-11-07 3
"United Air Lines Inc." 1987-11-02 4
"United Air Lines Inc." 1987-11-20 7
"United Air Lines Inc." 1987-11-08 1
"United Air Lines Inc." 1987-11-14 3
"United Air Lines Inc." 1987-11-22 5
"United Air Lines Inc." 1987-11-04 3
"United Air Lines Inc." 1987-11-01 1
"United Air Lines Inc." 1987-11-28 1
"United Air Lines Inc." 1987-12-15 836
"United Air Lines Inc." 1987-12-28 630
"United Air Lines Inc." 1987-12-14 88
"United Air Lines Inc." 1987-12-04 198
"United Air Lines Inc." 1987-12-23 32
"United Air Lines Inc." 1987-12-29 40
"United Air Lines Inc." 1987-12-08 24
"United Air Lines Inc." 1987-12-01 16
"United Air Lines Inc." 1987-12-13 27
"United Air Lines Inc." 1987-12-27 374
"United Air Lines Inc." 1987-12-07 16
"United Air Lines Inc." 1987-12-12 11
"United Air Lines Inc." 1987-12-16 59
"United Air Lines Inc." 1987-12-30 9
"United Air Lines Inc." 1987-12-09 10
"United Air Lines Inc." 1987-12-06 23
"United Air Lines Inc." 1987-12-24 38
"United Air Lines Inc." 1987-12-03 10
"United Air Lines Inc." 1987-12-05 29
"United Air Lines Inc." 1987-12-10 23
"United Air Lines Inc." 1987-12-20 9
"United Air Lines Inc." 1987-12-21 11
"United Air Lines Inc." 1987-12-22 12
"United Air Lines Inc." 1987-12-26 21
"United Air Lines Inc." 1987-12-17 2
"United Air Lines Inc." 1987-12-02 20
"United Air Lines Inc." 1987-12-11 18
"United Air Lines Inc." 1987-12-25 17
"United Air Lines Inc." 1987-12-19 5
"United Air Lines Inc." 1987-12-18 7
"United Air Lines Inc." 1987-12-31 9
"US Airways Inc." 1987-10-20 49
"US Airways Inc." 1987-10-05 2
"US Airways Inc." 1987-10-04 23
"US Airways Inc." 1987-10-12 17
"US Airways Inc." 1987-10-17 6
"US Airways Inc." 1987-10-26 1
"US Airways Inc." 1987-10-13 5
"US Airways Inc." 1987-10-19 11
"US Airways Inc." 1987-10-15 1
"US Airways Inc." 1987-10-06 3
"US Airways Inc." 1987-10-27 1
"US Airways Inc." 1987-10-14 1
"US Airways Inc." 1987-10-18 3
"US Airways Inc." 1987-10-28 1
"US Airways Inc." 1987-11-11 149
"US Airways Inc." 1987-11-15 3
"US Airways Inc." 1987-11-26 10
"US Airways Inc." 1987-11-12 57
"US Airways Inc." 1987-11-21 7
"US Airways Inc." 1987-11-14 3
"US Airways Inc." 1987-11-24 8
"US Airways Inc." 1987-11-03 26
"US Airways Inc." 1987-11-25 3
"US Airways Inc." 1987-11-01 2
"US Airways Inc." 1987-11-04 2
"US Airways Inc." 1987-11-13 2
"US Airways Inc." 1987-11-30 3
"US Airways Inc." 1987-11-09 2
"US Airways Inc." 1987-11-18 1
"US Airways Inc." 1987-11-17 2
"US Airways Inc." 1987-11-16 1
"US Airways Inc." 1987-11-10 5
"US Airways Inc." 1987-11-27 3
"US Airways Inc." 1987-11-29 1
"US Airways Inc." 1987-12-27 7
"US Airways Inc." 1987-12-20 8
"US Airways Inc." 1987-12-17 7
"US Airways Inc." 1987-12-02 4
"US Airways Inc." 1987-12-14 21
"US Airways Inc." 1987-12-25 12
"US Airways Inc." 1987-12-28 26
"US Airways Inc." 1987-12-12 8
"US Airways Inc." 1987-12-08 3
"US Airways Inc." 1987-12-15 107
"US Airways Inc." 1987-12-29 47
"US Airways Inc." 1987-12-19 2
"US Airways Inc." 1987-12-30 4
"US Airways Inc." 1987-12-16 22
"US Airways Inc." 1987-12-24 5
"US Airways Inc." 1987-12-04 11
"US Airways Inc." 1987-12-06 13
"US Airways Inc." 1987-12-11 2
"US Airways Inc." 1987-12-03 2
"US Airways Inc." 1987-12-21 4
"US Airways Inc." 1987-12-07 4
"US Airways Inc." 1987-12-09 4
"US Airways Inc." 1987-12-26 6
"US Airways Inc." 1987-12-18 2
"US Airways Inc." 1987-12-13 4
"US Airways Inc." 1987-12-22 1
"US Airways Inc." 1987-12-01 2
"US Airways Inc." 1987-12-31 2
"US Airways Inc." 1987-12-05 1
"Southwest Airlines Co." 1987-10-25 2
"Southwest Airlines Co." 1987-10-22 9
"Southwest Airlines Co." 1987-10-06 2
"Southwest Airlines Co." 1987-10-08 2
"Southwest Airlines Co." 1987-10-21 1
"Southwest Airlines Co." 1987-10-01 1
"Southwest Airlines Co." 1987-10-15 2
"Southwest Airlines Co." 1987-10-05 8
"Southwest Airlines Co." 1987-10-23 1
"Southwest Airlines Co." 1987-11-16 23
"Southwest Airlines Co." 1987-11-15 15
"Southwest Airlines Co." 1987-11-25 5
"Southwest Airlines Co." 1987-11-01 2
"Southwest Airlines Co." 1987-11-03 4
"Southwest Airlines Co." 1987-11-30 1
"Southwest Airlines Co." 1987-11-02 4
"Southwest Airlines Co." 1987-11-23 5
"Southwest Airlines Co." 1987-11-18 5
"Southwest Airlines Co." 1987-11-09 2
"Southwest Airlines Co." 1987-11-12 4
"Southwest Airlines Co." 1987-11-24 2
"Southwest Airlines Co." 1987-11-26 1
"Southwest Airlines Co." 1987-11-27 2
"Southwest Airlines Co." 1987-11-05 10
"Southwest Airlines Co." 1987-11-17 4
"Southwest Airlines Co." 1987-11-20 4
"Southwest Airlines Co." 1987-12-08 20
"Southwest Airlines Co." 1987-12-14 168
"Southwest Airlines Co." 1987-12-18 30
"Southwest Airlines Co." 1987-12-15 67
"Southwest Airlines Co." 1987-12-19 4
"Southwest Airlines Co." 1987-12-04 21
"Southwest Airlines Co." 1987-12-13 43
"Southwest Airlines Co." 1987-12-03 9
"Southwest Airlines Co." 1987-12-26 12
"Southwest Airlines Co." 1987-12-07 8
"Southwest Airlines Co." 1987-12-21 6
"Southwest Airlines Co." 1987-12-16 6
"Southwest Airlines Co." 1987-12-30 3
"Southwest Airlines Co." 1987-12-23 14
"Southwest Airlines Co." 1987-12-25 3
"Southwest Airlines Co." 1987-12-28 27
"Southwest Airlines Co." 1987-12-06 2
"Southwest Airlines Co." 1987-12-17 6
"Southwest Airlines Co." 1987-12-24 6
"Southwest Airlines Co." 1987-12-11 33
"Southwest Airlines Co." 1987-12-02 10
"Southwest Airlines Co." 1987-12-31 2
"Southwest Airlines Co." 1987-12-12 2
"Southwest Airlines Co." 1987-12-29 2
"Southwest Airlines Co." 1987-12-01 2
"Southwest Airlines Co." 1987-12-09 3
"Southwest Airlines Co." 1987-12-22 1
"American Airlines Inc." 1988-01-07 854
"American Airlines Inc." 1988-01-06 365
"American Airlines Inc." 1988-01-08 338
"American Airlines Inc." 1988-01-10 24
"American Airlines Inc." 1988-01-18 311
"American Airlines Inc." 1988-01-31 7
"American Airlines Inc." 1988-01-20 100
"American Airlines Inc." 1988-01-25 105
"American Airlines Inc." 1988-01-04 43
"American Airlines Inc." 1988-01-09 39
"American Airlines Inc." 1988-01-12 49
"American Airlines Inc." 1988-01-17 30
"American Airlines Inc." 1988-01-19 110
"American Airlines Inc." 1988-01-24 9
"American Airlines Inc." 1988-01-23 17
"American Airlines Inc." 1988-01-21 25
"American Airlines Inc." 1988-01-05 12
"American Airlines Inc." 1988-01-26 30
"American Airlines Inc." 1988-01-13 14
"American Airlines Inc." 1988-01-14 8
"American Airlines Inc." 1988-01-15 12
"American Airlines Inc." 1988-01-22 19
"American Airlines Inc." 1988-01-11 18
"American Airlines Inc." 1988-01-29 6
"American Airlines Inc." 1988-01-28 6
"American Airlines Inc." 1988-01-01 10
"American Airlines Inc." 1988-01-30 7
"American Airlines Inc." 1988-01-02 5
"American Airlines Inc." 1988-01-03 13
"American Airlines Inc." 1988-01-16 9
"American Airlines Inc." 1988-01-27 2
"American Airlines Inc." 1988-02-12 80
"American Airlines Inc." 1988-02-04 58
"American Airlines Inc." 1988-02-11 409
"American Airlines Inc." 1988-02-07 1
"American Airlines Inc." 1988-02-03 74
"American Airlines Inc." 1988-02-10 162
"American Airlines Inc." 1988-02-06 30
"American Airlines Inc." 1988-02-15 12
"American Airlines Inc." 1988-02-17 9
"American Airlines Inc." 1988-02-01 56
"American Airlines Inc." 1988-02-09 20
"American Airlines Inc." 1988-02-08 45
"American Airlines Inc." 1988-02-21 7
"American Airlines Inc." 1988-02-02 9
"American Airlines Inc." 1988-02-05 15
"American Airlines Inc." 1988-02-23 4
"American Airlines Inc." 1988-02-18 6
"American Airlines Inc." 1988-02-20 15
"American Airlines Inc." 1988-02-16 8
"American Airlines Inc." 1988-02-22 2
"American Airlines Inc." 1988-02-13 3
"American Airlines Inc." 1988-02-25 8
"American Airlines Inc." 1988-02-26 7
"American Airlines Inc." 1988-02-14 4
"American Airlines Inc." 1988-02-19 2
"American Airlines Inc." 1988-02-29 6
"American Airlines Inc." 1988-02-28 2
"American Airlines Inc." 1988-03-31 2
"American Airlines Inc." 1988-03-07 5
"American Airlines Inc." 1988-03-02 24
"American Airlines Inc." 1988-03-17 5
"American Airlines Inc." 1988-03-12 2
"American Airlines Inc." 1988-03-21 5
"American Airlines Inc." 1988-03-10 3
"American Airlines Inc." 1988-03-11 2
"American Airlines Inc." 1988-03-24 14
"American Airlines Inc." 1988-03-19 2
"American Airlines Inc." 1988-03-16 7
"American Airlines Inc." 1988-03-27 8
"American Airlines Inc." 1988-03-29 3
"American Airlines Inc." 1988-03-28 3
"American Airlines Inc." 1988-03-05 6
"American Airlines Inc." 1988-03-06 3
"American Airlines Inc." 1988-03-01 8
"American Airlines Inc." 1988-03-26 1
"American Airlines Inc." 1988-03-30 2
"American Airlines Inc." 1988-03-09 2
"American Airlines Inc." 1988-03-25 2
"American Airlines Inc." 1988-03-04 3
"American Airlines Inc." 1988-03-03 1
"American Airlines Inc." 1988-03-08 3
