"Description" "polaczenie" "Distance" "ilosc_lotow"
"Atlantic Southeast Airlines" "Wichita(KS) - Orlando(FL)" 1128 15
"Atlantic Southeast Airlines" "Orlando(FL) - Wichita(KS)" 1128 15
"Atlantic Southeast Airlines" "Gulfport-Biloxi(MS) - Orlando(FL)" 486 38
"Atlantic Southeast Airlines" "Orlando(FL) - Gulfport-Biloxi(MS)" 486 38
"Atlantic Southeast Airlines" "Salt Lake City(UT) - Kalispell(MT)" 532 279
"Atlantic Southeast Airlines" "Atlanta(GA) - Atlantic City(NJ)" 678 988
"Atlantic Southeast Airlines" "Atlanta(GA) - Bangor(ME)" 1134 801
"Atlantic Southeast Airlines" "Bangor(ME) - Atlanta(GA)" 1134 770
"Atlantic Southeast Airlines" "Covington(KY) - Arlington(VA)" 411 132
"Atlantic Southeast Airlines" "Newport News(VA) - Orlando(FL)" 662 1
"Atlantic Southeast Airlines" "Atlanta(GA) - Windsor Locks(CT)" 859 83
"Atlantic Southeast Airlines" "Windsor Locks(CT) - Atlanta(GA)" 859 68
"Atlantic Southeast Airlines" "Salt Lake City(UT) - Pasco(WA)" 521 166
"Atlantic Southeast Airlines" "Atlantic City(NJ) - Atlanta(GA)" 678 987
"Atlantic Southeast Airlines" "Kalispell(MT) - Salt Lake City(UT)" 532 294
"Atlantic Southeast Airlines" "Pasco(WA) - Salt Lake City(UT)" 521 166
"Atlantic Southeast Airlines" "Atlanta(GA) - Erie(PA)" 626 722
"Atlantic Southeast Airlines" "Erie(PA) - Atlanta(GA)" 626 725
"Atlantic Southeast Airlines" "Atlanta(GA) - Aguadilla(PR)" 1493 122
"Atlantic Southeast Airlines" "Atlanta(GA) - Binghamton(NY)" 749 620
"Atlantic Southeast Airlines" "Binghamton(NY) - Atlanta(GA)" 749 593
"Atlantic Southeast Airlines" "Lexington(KY) - Covington(KY)" 70 215
"Atlantic Southeast Airlines" "Covington(KY) - Tallahassee(FL)" 596 153
"Atlantic Southeast Airlines" "Tallahassee(FL) - Covington(KY)" 596 141
"Atlantic Southeast Airlines" "Atlanta(GA) - Champaign/Urbana(IL)" 490 228
"Atlantic Southeast Airlines" "Champaign/Urbana(IL) - Atlanta(GA)" 490 228
"Atlantic Southeast Airlines" "Atlanta(GA) - Pinehurst/Southern Pines(NC)" 297 317
"Atlantic Southeast Airlines" "Pinehurst/Southern Pines(NC) - Atlanta(GA)" 297 319
"Atlantic Southeast Airlines" "Boise(ID) - Salt Lake City(UT)" 291 483
"Atlantic Southeast Airlines" "Wilmington(DE) - Atlanta(GA)" 642 765
"Atlantic Southeast Airlines" "Atlanta(GA) - Wilmington(DE)" 642 799
"Atlantic Southeast Airlines" "Atlanta(GA) - Traverse City(MI)" 768 97
"Atlantic Southeast Airlines" "Traverse City(MI) - Atlanta(GA)" 768 97
"Atlantic Southeast Airlines" "Atlanta(GA) - Ponce(PR)" 1543 53
"Atlantic Southeast Airlines" "Cedar Rapids(IA) - Atlanta(GA)" 694 670
"Atlantic Southeast Airlines" "Atlanta(GA) - Cedar Rapids(IA)" 694 642
"Atlantic Southeast Airlines" "Lansing(MI) - Covington(KY)" 258 453
"Atlantic Southeast Airlines" "Covington(KY) - Lansing(MI)" 258 448
"Atlantic Southeast Airlines" "Salt Lake City(UT) - Boise(ID)" 291 463
"Atlantic Southeast Airlines" "New York(NY) - Columbia(SC)" 614 2
"Atlantic Southeast Airlines" "Columbia(SC) - New York(NY)" 614 1
"Atlantic Southeast Airlines" "Atlanta(GA) - Sioux Falls(SD)" 954 518
"Atlantic Southeast Airlines" "Sioux Falls(SD) - Atlanta(GA)" 954 512
"Atlantic Southeast Airlines" "Arlington(VA) - Savannah(GA)" 520 11
"Atlantic Southeast Airlines" "Savannah(GA) - Arlington(VA)" 520 11
"Atlantic Southeast Airlines" "Atlanta(GA) - Killeen(TX)" 803 1206
"Atlantic Southeast Airlines" "Killeen(TX) - Atlanta(GA)" 803 1239
"Atlantic Southeast Airlines" "Providence(RI) - Covington(KY)" 722 215
"Atlantic Southeast Airlines" "Albany(NY) - Covington(KY)" 623 189
"Atlantic Southeast Airlines" "Arlington(VA) - Melbourne(FL)" 769 316
"Atlantic Southeast Airlines" "Melbourne(FL) - Arlington(VA)" 769 316
"Atlantic Southeast Airlines" "Covington(KY) - Albany(NY)" 623 159
"Atlantic Southeast Airlines" "Covington(KY) - Bangor(ME)" 906 86
"Atlantic Southeast Airlines" "Bangor(ME) - Covington(KY)" 906 86
"Atlantic Southeast Airlines" "Sarasota(FL) - Covington(KY)" 812 153
"Atlantic Southeast Airlines" "Covington(KY) - Sarasota(FL)" 812 153
"Atlantic Southeast Airlines" "Covington(KY) - Savannah(GA)" 515 13
"Atlantic Southeast Airlines" "Savannah(GA) - Covington(KY)" 515 13
"Atlantic Southeast Airlines" "Covington(KY) - White Plains(NY)" 597 7
"Atlantic Southeast Airlines" "White Plains(NY) - Covington(KY)" 597 7
"Atlantic Southeast Airlines" "San Francisco(CA) - Los Angeles(CA)" 337 330
"Atlantic Southeast Airlines" "Los Angeles(CA) - San Francisco(CA)" 337 330
"Atlantic Southeast Airlines" "Sacramento(CA) - Los Angeles(CA)" 373 322
"Atlantic Southeast Airlines" "Los Angeles(CA) - Sacramento(CA)" 373 322
"Atlantic Southeast Airlines" "Los Angeles(CA) - Las Vegas(NV)" 236 336
"Atlantic Southeast Airlines" "Las Vegas(NV) - Los Angeles(CA)" 236 335
"Atlantic Southeast Airlines" "Jacksonville(NC) - Atlanta(GA)" 399 1535
"Atlantic Southeast Airlines" "Atlanta(GA) - Jacksonville(NC)" 399 1541
"Atlantic Southeast Airlines" "Covington(KY) - New York(NY)" 589 1
"Atlantic Southeast Airlines" "Des Moines(IA) - Salt Lake City(UT)" 955 1
"Atlantic Southeast Airlines" "Covington(KY) - Panama City(FL)" 612 3
"Atlantic Southeast Airlines" "Panama City(FL) - Covington(KY)" 612 3
"Atlantic Southeast Airlines" "Covington(KY) - Melbourne(FL)" 789 3
"Atlantic Southeast Airlines" "Melbourne(FL) - Covington(KY)" 789 3
"Frontier Airlines Inc." "Baltimore(MD) - Charlotte(NC)" 361 1
"Frontier Airlines Inc." "Charlotte(NC) - Phoenix(AZ)" 1774 1
"Frontier Airlines Inc." "Denver(CO) - Boise(ID)" 649 152
"Frontier Airlines Inc." "Boise(ID) - Denver(CO)" 649 149
"Frontier Airlines Inc." "Denver(CO) - Spokane(WA)" 836 525
"Frontier Airlines Inc." "Spokane(WA) - Denver(CO)" 836 524
"Frontier Airlines Inc." "New York(NY) - Las Vegas(NV)" 2242 1
"Frontier Airlines Inc." "Denver(CO) - Dayton(OH)" 1084 1091
"Frontier Airlines Inc." "San Francisco(CA) - Los Angeles(CA)" 337 1455
"Frontier Airlines Inc." "Los Angeles(CA) - San Francisco(CA)" 337 1519
"Frontier Airlines Inc." "Dayton(OH) - Denver(CO)" 1084 1089
"Frontier Airlines Inc." "Los Angeles(CA) - San Diego(CA)" 109 1
"Frontier Airlines Inc." "Denver(CO) - Tucson(AZ)" 639 1158
"Frontier Airlines Inc." "Tucson(AZ) - Denver(CO)" 639 1160
"Frontier Airlines Inc." "Denver(CO) - Bozeman(MT)" 525 1
"Frontier Airlines Inc." "Bozeman(MT) - Denver(CO)" 525 1
"Frontier Airlines Inc." "Portland(OR) - Missoula(MT)" 418 1
"Frontier Airlines Inc." "San Francisco(CA) - Las Vegas(NV)" 414 282
"Frontier Airlines Inc." "Las Vegas(NV) - San Francisco(CA)" 414 282
"Frontier Airlines Inc." "Phoenix(AZ) - Albuquerque(NM)" 328 1
"Frontier Airlines Inc." "San Diego(CA) - Dallas-Fort Worth(TX)" 1171 1
"AirTran Airways Corporation" "Chantilly(VA) - Orlando(FL)" 758 1549
"AirTran Airways Corporation" "Orlando(FL) - Chantilly(VA)" 758 1549
"AirTran Airways Corporation" "Akron(OH) - Ft. Myers(FL)" 991 376
"AirTran Airways Corporation" "Ft. Myers(FL) - Akron(OH)" 991 377
"AirTran Airways Corporation" "Detroit(MI) - Sarasota(FL)" 1023 274
"AirTran Airways Corporation" "Sarasota(FL) - Detroit(MI)" 1023 274
"AirTran Airways Corporation" "Buffalo(NY) - Orlando(FL)" 1011 526
"AirTran Airways Corporation" "Orlando(FL) - Buffalo(NY)" 1011 526
"AirTran Airways Corporation" "Richmond(VA) - Ft. Myers(FL)" 799 12
"AirTran Airways Corporation" "Ft. Myers(FL) - Richmond(VA)" 799 12
"AirTran Airways Corporation" "Gulfport-Biloxi(MS) - New York(NY)" 1112 1
"AirTran Airways Corporation" "Newark(NJ) - Chicago(IL)" 711 886
"AirTran Airways Corporation" "Chicago(IL) - Newark(NJ)" 711 885
"AirTran Airways Corporation" "Atlanta(GA) - White Plains(NY)" 780 2161
"AirTran Airways Corporation" "White Plains(NY) - Atlanta(GA)" 780 2163
"AirTran Airways Corporation" "White Plains(NY) - Orlando(FL)" 972 1563
"AirTran Airways Corporation" "White Plains(NY) - West Palm Beach(FL)" 1057 1247
"AirTran Airways Corporation" "Orlando(FL) - White Plains(NY)" 972 1559
"AirTran Airways Corporation" "West Palm Beach(FL) - White Plains(NY)" 1057 1245
"AirTran Airways Corporation" "Charlotte(NC) - Chicago(IL)" 584 1111
"AirTran Airways Corporation" "Dallas-Fort Worth(TX) - Chicago(IL)" 797 692
"AirTran Airways Corporation" "Indianapolis(IN) - Los Angeles(CA)" 1814 410
"AirTran Airways Corporation" "Los Angeles(CA) - Indianapolis(IN)" 1814 410
"AirTran Airways Corporation" "Chicago(IL) - Charlotte(NC)" 584 1115
"AirTran Airways Corporation" "Chicago(IL) - Dallas-Fort Worth(TX)" 797 693
"AirTran Airways Corporation" "Atlanta(GA) - Seattle(WA)" 2182 702
"AirTran Airways Corporation" "Baltimore(MD) - Detroit(MI)" 408 461
"AirTran Airways Corporation" "Detroit(MI) - Baltimore(MD)" 408 460
"AirTran Airways Corporation" "Seattle(WA) - Atlanta(GA)" 2182 699
"AirTran Airways Corporation" "Arlington(VA) - Orlando(FL)" 759 96
"AirTran Airways Corporation" "Orlando(FL) - Arlington(VA)" 759 96
"AirTran Airways Corporation" "Indianapolis(IN) - San Francisco(CA)" 1944 222
"AirTran Airways Corporation" "San Francisco(CA) - Indianapolis(IN)" 1944 221
"AirTran Airways Corporation" "Boston(MA) - Rochester(NY)" 343 359
"AirTran Airways Corporation" "Rochester(NY) - Boston(MA)" 343 360
"AirTran Airways Corporation" "Philadelphia(PA) - New Orleans(LA)" 1088 1
"AirTran Airways Corporation" "New Orleans(LA) - Philadelphia(PA)" 1088 2
"AirTran Airways Corporation" "Detroit(MI) - Tampa(FL)" 983 235
"AirTran Airways Corporation" "Ft. Lauderdale(FL) - Newport News(VA)" 792 527
"AirTran Airways Corporation" "Newport News(VA) - Ft. Lauderdale(FL)" 792 529
"AirTran Airways Corporation" "Tampa(FL) - Detroit(MI)" 983 235
"AirTran Airways Corporation" "Boston(MA) - Ft. Lauderdale(FL)" 1237 348
"AirTran Airways Corporation" "Boston(MA) - Ft. Myers(FL)" 1249 525
"AirTran Airways Corporation" "Detroit(MI) - Ft. Lauderdale(FL)" 1127 228
"AirTran Airways Corporation" "Ft. Lauderdale(FL) - Boston(MA)" 1237 349
"AirTran Airways Corporation" "Ft. Lauderdale(FL) - Detroit(MI)" 1127 228
"AirTran Airways Corporation" "Ft. Myers(FL) - Boston(MA)" 1249 525
"AirTran Airways Corporation" "White Plains(NY) - Ft. Myers(FL)" 1102 282
"AirTran Airways Corporation" "Ft. Myers(FL) - White Plains(NY)" 1102 282
"AirTran Airways Corporation" "Indianapolis(IN) - West Palm Beach(FL)" 967 85
"AirTran Airways Corporation" "West Palm Beach(FL) - Indianapolis(IN)" 967 85
"AirTran Airways Corporation" "Indianapolis(IN) - Miami(FL)" 1021 85
"AirTran Airways Corporation" "Miami(FL) - Indianapolis(IN)" 1021 85
"AirTran Airways Corporation" "Detroit(MI) - Ft. Myers(FL)" 1085 191
"AirTran Airways Corporation" "Ft. Lauderdale(FL) - White Plains(NY)" 1098 617
"AirTran Airways Corporation" "White Plains(NY) - Ft. Lauderdale(FL)" 1098 618
"AirTran Airways Corporation" "White Plains(NY) - Tampa(FL)" 1032 126
"AirTran Airways Corporation" "Chicago(IL) - Ft. Myers(FL)" 1105 443
"AirTran Airways Corporation" "Ft. Myers(FL) - Detroit(MI)" 1085 191
"AirTran Airways Corporation" "Ft. Myers(FL) - Chicago(IL)" 1105 442
"AirTran Airways Corporation" "Tampa(FL) - White Plains(NY)" 1032 126
"AirTran Airways Corporation" "Orlando(FL) - Newark(NJ)" 938 1
"Hawaiian Airlines Inc." "San Diego(CA) - Los Angeles(CA)" 109 1
"Hawaiian Airlines Inc." "San Jose(CA) - Sacramento(CA)" 94 2
"Hawaiian Airlines Inc." "Portland(OR) - Seattle(WA)" 129 1
"Hawaiian Airlines Inc." "Sacramento(CA) - San Jose(CA)" 94 2
"American Eagle Airlines Inc." "Norfolk(VA) - Dallas-Fort Worth(TX)" 1213 223
"American Eagle Airlines Inc." "Dallas-Fort Worth(TX) - Norfolk(VA)" 1213 223
"American Eagle Airlines Inc." "Madison(WI) - New York(NY)" 812 755
"American Eagle Airlines Inc." "New York(NY) - Madison(WI)" 812 754
"American Eagle Airlines Inc." "Dallas(TX) - San Antonio(TX)" 248 1880
"American Eagle Airlines Inc." "San Antonio(TX) - Dallas(TX)" 248 1881
"American Eagle Airlines Inc." "Dallas(TX) - Austin(TX)" 189 4044
"American Eagle Airlines Inc." "Austin(TX) - Dallas(TX)" 189 4045
"American Eagle Airlines Inc." "Los Angeles(CA) - Las Vegas(NV)" 236 2955
"American Eagle Airlines Inc." "Las Vegas(NV) - Los Angeles(CA)" 236 2958
"American Eagle Airlines Inc." "Dallas-Fort Worth(TX) - Charleston(SC)" 987 2017
"American Eagle Airlines Inc." "Charleston(SC) - Dallas-Fort Worth(TX)" 987 2018
"American Eagle Airlines Inc." "Miami(FL) - Chantilly(VA)" 921 546
"American Eagle Airlines Inc." "St Louis(MO) - Nashville(TN)" 271 629
"American Eagle Airlines Inc." "Nashville(TN) - St Louis(MO)" 271 628
"American Eagle Airlines Inc." "Chicago(IL) - Providence(RI)" 849 2270
"American Eagle Airlines Inc." "Chantilly(VA) - Miami(FL)" 921 546
"American Eagle Airlines Inc." "New York(NY) - Pittsburgh(PA)" 335 2409
"American Eagle Airlines Inc." "Pittsburgh(PA) - New York(NY)" 335 2409
"American Eagle Airlines Inc." "Richmond(VA) - Chantilly(VA)" 99 1
"American Eagle Airlines Inc." "Monroe(LA) - Dallas-Fort Worth(TX)" 293 1966
"American Eagle Airlines Inc." "Dallas-Fort Worth(TX) - Monroe(LA)" 293 1959
"American Eagle Airlines Inc." "Chantilly(VA) - Chicago(IL)" 577 1
"American Eagle Airlines Inc." "Des Moines(IA) - New York(NY)" 1031 671
"American Eagle Airlines Inc." "New York(NY) - Des Moines(IA)" 1031 672
"American Eagle Airlines Inc." "Newburgh(NY) - New York(NY)" 51 1
"American Eagle Airlines Inc." "Harrisburg(PA) - New York(NY)" 157 1
"American Eagle Airlines Inc." "Harrisburg(PA) - Dallas-Fort Worth(TX)" 1232 601
"American Eagle Airlines Inc." "Dallas-Fort Worth(TX) - Harrisburg(PA)" 1232 602
"American Eagle Airlines Inc." "Jackson(MS) - Chicago(IL)" 677 559
"American Eagle Airlines Inc." "Tulsa(OK) - Fayetteville/Springdale/Rogers(AR)" 89 1
"American Eagle Airlines Inc." "Chicago(IL) - Jackson(MS)" 677 560
"American Eagle Airlines Inc." "Columbia(SC) - Chicago(IL)" 666 99
"American Eagle Airlines Inc." "Chicago(IL) - Columbia(SC)" 666 99
"American Eagle Airlines Inc." "New York(NY) - Jacksonville(FL)" 834 420
"American Eagle Airlines Inc." "Jacksonville(FL) - New York(NY)" 834 420
"American Eagle Airlines Inc." "Alexandria(LA) - Dallas-Fort Worth(TX)" 285 1510
"American Eagle Airlines Inc." "Dallas-Fort Worth(TX) - Alexandria(LA)" 285 1502
"Northwest Airlines Inc." "Minneapolis(MN) - Greensboro(NC)" 924 1
"Northwest Airlines Inc." "Indianapolis(IN) - Raleigh(NC)" 489 1
"Northwest Airlines Inc." "Indianapolis(IN) - San Francisco(CA)" 1944 308
"Northwest Airlines Inc." "San Francisco(CA) - Indianapolis(IN)" 1944 307
"Northwest Airlines Inc." "Minneapolis(MN) - Springfield(MO)" 528 1
"Comair Inc." "Arlington(VA) - Melbourne(FL)" 769 245
"Comair Inc." "Baton Rouge(LA) - Houston(TX)" 253 1
"Comair Inc." "Melbourne(FL) - Arlington(VA)" 769 245
"Comair Inc." "Atlanta(GA) - Tulsa(OK)" 674 131
"Comair Inc." "Tulsa(OK) - Atlanta(GA)" 674 132
"Comair Inc." "Atlanta(GA) - Austin(TX)" 813 270
"Comair Inc." "Austin(TX) - Atlanta(GA)" 813 318
"Comair Inc." "Harrisburg(PA) - Philadelphia(PA)" 83 2
"Comair Inc." "Allentown(PA) - New York(NY)" 82 7
"Comair Inc." "Syracuse(NY) - Burlington(VT)" 175 1
"Comair Inc." "Pittsburgh(PA) - Columbus(OH)" 144 2
"Comair Inc." "Richmond(VA) - Boston(MA)" 474 1
"Comair Inc." "Norfolk(VA) - Baltimore(MD)" 159 1
"Comair Inc." "Charlottesville(VA) - Arlington(VA)" 91 1
"Comair Inc." "Covington(KY) - Windsor Locks(CT)" 661 1472
"Comair Inc." "Windsor Locks(CT) - Covington(KY)" 661 1481
"Comair Inc." "Jackson(MS) - New Orleans(LA)" 160 1
"Comair Inc." "Charlottesville(VA) - Richmond(VA)" 76 1
"Comair Inc." "Little Rock(AR) - Fayetteville/Springdale/Rogers(AR)" 159 1
"Comair Inc." "Wilkes-Barre/Scranton(PA) - Allentown(PA)" 50 1
"Comair Inc." "Columbus(OH) - Atlanta(GA)" 446 303
"Comair Inc." "Atlanta(GA) - Chicago(IL)" 590 668
"Comair Inc." "Chicago(IL) - Atlanta(GA)" 590 668
"Comair Inc." "New York(NY) - New Orleans(LA)" 1183 515
"Comair Inc." "New Orleans(LA) - New York(NY)" 1183 515
"Comair Inc." "Tulsa(OK) - Colorado Springs(CO)" 517 1
"Comair Inc." "Greer(SC) - New Orleans(LA)" 578 6
"Comair Inc." "Memphis(TN) - Houston(TX)" 469 1
"Comair Inc." "Wichita(KS) - Colorado Springs(CO)" 404 1
"Comair Inc." "Albany(NY) - Atlanta(GA)" 852 114
"Comair Inc." "Fayetteville/Springdale/Rogers(AR) - San Antonio(TX)" 524 1
"Comair Inc." "Knoxville(TN) - Baton Rouge(LA)" 552 1
"Comair Inc." "Windsor Locks(CT) - Manchester(NH)" 94 1
"Comair Inc." "Tampa(FL) - Islip(NY)" 1034 1
"Comair Inc." "Jacksonville(FL) - Tampa(FL)" 180 1
"Comair Inc." "Gainesville(FL) - Ft. Myers(FL)" 219 1
"Comair Inc." "Birmingham(AL) - Orlando(FL)" 478 117
"Comair Inc." "Greensboro(NC) - Roanoke(VA)" 85 1
"Comair Inc." "Ft. Myers(FL) - Ft. Lauderdale(FL)" 104 2
"Comair Inc." "Wilkes-Barre/Scranton(PA) - Windsor Locks(CT)" 163 1
"Comair Inc." "Memphis(TN) - Little Rock(AR)" 129 1
"Comair Inc." "Ft. Lauderdale(FL) - Buffalo(NY)" 1166 1
"Comair Inc." "Miami(FL) - Buffalo(NY)" 1185 1
"Comair Inc." "Greensboro(NC) - Buffalo(NY)" 477 1
"Comair Inc." "Greensboro(NC) - New Orleans(LA)" 731 3
"Comair Inc." "Austin(TX) - Houston(TX)" 140 2
"Comair Inc." "Raleigh(NC) - Jacksonville(FL)" 408 2
"Comair Inc." "Chicago(IL) - Ft. Lauderdale(FL)" 1182 1
"Comair Inc." "Indianapolis(IN) - Orlando(FL)" 828 1
"Comair Inc." "Chicago(IL) - Atlanta(GA)" 606 1
"Comair Inc." "Savannah(GA) - Orlando(FL)" 255 2
"Comair Inc." "Harrisburg(PA) - New York(NY)" 157 2
"Comair Inc." "Nashville(TN) - Boston(MA)" 943 747
"Comair Inc." "West Palm Beach(FL) - Atlanta(GA)" 545 35
"Comair Inc." "Atlanta(GA) - Baton Rouge(LA)" 449 182
"Comair Inc." "Boston(MA) - Savannah(GA)" 901 633
"Comair Inc." "Baton Rouge(LA) - Atlanta(GA)" 449 182
"Comair Inc." "Savannah(GA) - Boston(MA)" 901 615
"Comair Inc." "Atlanta(GA) - Richmond(VA)" 481 392
"Comair Inc." "Richmond(VA) - Atlanta(GA)" 481 393
"Comair Inc." "Boston(MA) - Nashville(TN)" 943 702
"Comair Inc." "Atlanta(GA) - West Palm Beach(FL)" 545 35
"Comair Inc." "New York(NY) - Greer(SC)" 608 1
"Comair Inc." "Boston(MA) - Orlando(FL)" 1121 1
"Comair Inc." "Tampa(FL) - Columbus(OH)" 829 94
"Comair Inc." "Boston(MA) - Sarasota(FL)" 1220 3
"Comair Inc." "Sarasota(FL) - Boston(MA)" 1220 3
"Comair Inc." "New York(NY) - Dallas-Fort Worth(TX)" 1389 1
"Comair Inc." "Ft. Myers(FL) - Columbus(OH)" 930 590
"Comair Inc." "Indianapolis(IN) - Kansas City(MO)" 451 2
"Comair Inc." "Louisville(KY) - Orlando(FL)" 718 4
"Comair Inc." "Atlanta(GA) - Jackson(MS)" 341 41
"Comair Inc." "Jackson(MS) - Atlanta(GA)" 341 43
"Comair Inc." "Savannah(GA) - Raleigh(NC)" 293 1
"Comair Inc." "Madison(WI) - Minneapolis(MN)" 228 1
"Comair Inc." "New York(NY) - Atlanta(GA)" 761 6
"Comair Inc." "Orlando(FL) - South Bend(IN)" 957 1
"Comair Inc." "Savannah(GA) - Jacksonville(FL)" 117 5
"Comair Inc." "Columbus(OH) - Boston(MA)" 640 636
"Comair Inc." "Atlanta(GA) - Pensacola(FL)" 272 38
"Comair Inc." "Portland(ME) - Atlanta(GA)" 1027 394
"Comair Inc." "Orlando(FL) - Birmingham(AL)" 478 100
"Comair Inc." "Pensacola(FL) - Atlanta(GA)" 272 38
"Comair Inc." "Atlanta(GA) - Little Rock(AR)" 453 80
"Comair Inc." "Little Rock(AR) - Atlanta(GA)" 453 80
"Comair Inc." "Boston(MA) - Columbus(OH)" 640 682
"Comair Inc." "Atlanta(GA) - Philadelphia(PA)" 665 308
"Comair Inc." "Atlanta(GA) - Nashville(TN)" 214 77
"Comair Inc." "Philadelphia(PA) - Atlanta(GA)" 665 307
"Comair Inc." "Atlanta(GA) - Oklahoma City(OK)" 761 50
"Comair Inc." "Oklahoma City(OK) - Atlanta(GA)" 761 50
"Comair Inc." "Atlanta(GA) - Portland(ME)" 1027 394
"Comair Inc." "West Palm Beach(FL) - Ft. Lauderdale(FL)" 42 1
"Comair Inc." "Ft. Myers(FL) - Miami(FL)" 105 4
"Comair Inc." "Allentown(PA) - New York(NY)" 87 10
"Comair Inc." "Nashville(TN) - St Louis(MO)" 271 1
"Comair Inc." "Orlando(FL) - Rochester(NY)" 1033 103
"Comair Inc." "Orlando(FL) - Moline(IL)" 1036 98
"Comair Inc." "Moline(IL) - Orlando(FL)" 1036 98
"Comair Inc." "Rochester(NY) - Orlando(FL)" 1033 103
"Comair Inc." "Jacksonville(FL) - West Palm Beach(FL)" 279 1
"Comair Inc." "Windsor Locks(CT) - Boston(MA)" 91 2
"Comair Inc." "Cleveland(OH) - Detroit(MI)" 95 2
"Comair Inc." "Memphis(TN) - Chattanooga(TN)" 271 1
"Comair Inc." "Cleveland(OH) - New York(NY)" 425 1823
"Comair Inc." "Gulfport-Biloxi(MS) - Orlando(FL)" 486 86
"Comair Inc." "Rochester(NY) - New York(NY)" 264 2132
"Comair Inc." "Atlanta(GA) - San Antonio(TX)" 874 163
"Comair Inc." "Ft. Lauderdale(FL) - Columbus(OH)" 972 95
"Comair Inc." "Buffalo(NY) - New York(NY)" 301 2237
"Comair Inc." "New York(NY) - Rochester(NY)" 264 2109
"Comair Inc." "New York(NY) - Buffalo(NY)" 301 2258
"Comair Inc." "Columbus(OH) - Windsor Locks(CT)" 550 76
"Comair Inc." "San Antonio(TX) - Atlanta(GA)" 874 163
"Comair Inc." "Atlanta(GA) - Newport News(VA)" 508 99
"Comair Inc." "New York(NY) - Cleveland(OH)" 425 1514
"Comair Inc." "Columbus(OH) - Tampa(FL)" 829 93
"Comair Inc." "Windsor Locks(CT) - Orlando(FL)" 1050 73
"Comair Inc." "Windsor Locks(CT) - Columbus(OH)" 550 76
"Comair Inc." "Newport News(VA) - Atlanta(GA)" 508 99
"Comair Inc." "Orlando(FL) - Windsor Locks(CT)" 1050 74
"Comair Inc." "Boston(MA) - Charleston(SC)" 818 736
"Comair Inc." "Arlington(VA) - Baton Rouge(LA)" 985 608
"Comair Inc." "Columbus(OH) - Orlando(FL)" 802 104
"Comair Inc." "Columbus(OH) - Ft. Myers(FL)" 930 590
"Comair Inc." "Columbus(OH) - Ft. Lauderdale(FL)" 972 95
"Comair Inc." "Charleston(SC) - Boston(MA)" 818 748
"Comair Inc." "Orlando(FL) - Tulsa(OK)" 1005 54
"Comair Inc." "Orlando(FL) - Oklahoma City(OK)" 1068 77
"Comair Inc." "Baton Rouge(LA) - Arlington(VA)" 985 608
"Comair Inc." "Orlando(FL) - Columbus(OH)" 802 162
"Comair Inc." "Orlando(FL) - Gulfport-Biloxi(MS)" 486 86
"Comair Inc." "Tulsa(OK) - Orlando(FL)" 1005 54
"Comair Inc." "Oklahoma City(OK) - Orlando(FL)" 1068 77
"Comair Inc." "Kansas City(MO) - Atlanta(GA)" 692 72
"Comair Inc." "Sarasota(FL) - Columbus(OH)" 868 1
"Comair Inc." "Sarasota(FL) - Windsor Locks(CT)" 1147 1
"Comair Inc." "Burlington(VT) - New York(NY)" 267 1196
"Comair Inc." "Atlanta(GA) - Ft. Myers(FL)" 515 62
"Comair Inc." "Ft. Myers(FL) - Atlanta(GA)" 515 62
"Comair Inc." "New York(NY) - Burlington(VT)" 267 1195
"Comair Inc." "Lexington(KY) - Nashville(TN)" 175 1
"Comair Inc." "Richmond(VA) - Portland(ME)" 561 1
"Comair Inc." "New York(NY) - Columbus(OH)" 483 1621
"Comair Inc." "Jacksonville(FL) - Pensacola(FL)" 328 155
"Comair Inc." "Pensacola(FL) - Jacksonville(FL)" 328 155
"Comair Inc." "Green Bay(WI) - Atlanta(GA)" 774 221
"Comair Inc." "Atlanta(GA) - Green Bay(WI)" 774 234
"Comair Inc." "New York(NY) - Albany(NY)" 145 142
"Comair Inc." "Albany(NY) - New York(NY)" 145 146
"Comair Inc." "Boston(MA) - Dayton(OH)" 709 201
"Comair Inc." "Dayton(OH) - Boston(MA)" 709 201
"Comair Inc." "Clarksburg(WV) - Pittsburgh(PA)" 83 1
"Comair Inc." "Bangor(ME) - Portland(ME)" 109 1
"Comair Inc." "Indianapolis(IN) - Chicago(IL)" 177 1
"Comair Inc." "Orlando(FL) - Boston(MA)" 1121 1
"Comair Inc." "Lansing(MI) - Atlanta(GA)" 630 176
"Comair Inc." "Atlanta(GA) - Lansing(MI)" 630 173
"Comair Inc." "Evansville(IN) - St Louis(MO)" 161 1
"Comair Inc." "Boston(MA) - Newport News(VA)" 464 262
"Comair Inc." "Madison(WI) - Atlanta(GA)" 707 62
"Comair Inc." "Newport News(VA) - Boston(MA)" 464 262
"Comair Inc." "Atlanta(GA) - Madison(WI)" 707 63
"Comair Inc." "Orlando(FL) - Atlantic City(NJ)" 852 150
"Comair Inc." "Atlantic City(NJ) - Orlando(FL)" 852 150
"Comair Inc." "Greensboro(NC) - Raleigh(NC)" 67 7
"Comair Inc." "Atlanta(GA) - Birmingham(AL)" 134 9
"Comair Inc." "Birmingham(AL) - Atlanta(GA)" 134 10
"Comair Inc." "South Bend(IN) - Kalamazoo(MI)" 54 1
